PassengerId,Survived
1137,0.004810788712879668
1138,0.9923446832466083
1139,0.026462501612659152
1140,0.9909935731873653
1141,0.993278325572133
1142,0.9986391582578803
1143,0.0033868734832181
1144,0.997265863762239
1145,0.004041021871559085
1146,0.0041595798757822705
1147,0.003178348781189303
1148,0.0004793712478645338
1149,0.003463323426647886
1150,0.9795459167857925
1151,0.00332744456671508
1152,0.005043372149121479
1153,0.00336021262137169
1154,0.9989131614882175
1155,0.9923527476068438
1156,0.00436628282086275
1157,0.0033173051940163416
1158,1.6447946101575237e-05
1159,0.003178348781189303
1160,0.9864828528855127
1161,0.0037008826332698714
1162,0.2822042625923261
1163,0.0004793712478645338
1164,0.9999998724382134
1165,0.9245093233675642
1166,0.006135679746502739
1167,0.9909242315881762
1168,0.0016422463004153755
1169,0.005137214456489924
1170,0.00274443136378991
1171,0.0016338083665252978
1172,0.9877027549280595
1173,0.007295325172004128
1174,0.9116352846298102
1175,0.9974110053760419
1176,0.9971664883684198
1177,0.0031584954359334585
1178,0.0030625062877006662
1179,0.1719212386952001
1180,0.006138860210531216
1181,0.003381205371486808
1182,0.0022400055124644695
1183,0.9055308140936288
1184,0.006138860210531216
1185,0.3217741285878063
1186,0.0041720661311659794
1187,0.003392057395519429
1188,0.9998786007075446
1189,0.007582203474832322
1190,0.004769358089246923
1191,0.003383330942860354
1192,0.003358963728560629
1193,0.005659774482839548
1194,0.01418352342331568
1195,0.003723144822093508
1196,0.9116352846298102
1197,0.9148027700066005
1198,0.9998397919603539
1199,0.0092684686290458
1200,0.6684942486052733
1201,0.986485035225186
1202,0.0037040548078289084
1203,0.006252133347380296
1204,0.003188197243831975
1205,0.9141651123301284
1206,0.9999999
1207,0.9126407390197006
1208,0.9992034312768582
1209,0.0016296056448977714
1210,0.0033775365441039303
1211,0.00454388242670121
1212,0.0033417347493343197
1213,0.006271431345771347
1214,0.002234732066663082
1215,0.00045680972957733076
1216,0.9999999
1217,0.003047124848818041
1218,0.9982764057485152
1219,0.3912313967262757
1220,0.0050890941113119455
1221,0.002225165164963656
1222,0.9998058661221938
1223,0.0013673907804631442
1224,0.006135679746502739
1225,0.9975860110889309
1226,0.0033949657656202285
1227,0.00042557319802455937
1228,0.0022462665362928316
1229,0.03392756555524783
1230,0.021763451716593767
1231,0.006138860210531216
1232,0.0016282071375558313
1233,0.0032785623277442
1234,0.99985347152476
1235,0.9999999
1236,0.007971832135120796
1237,0.9859956926276511
1238,0.002234732066663082
1239,0.9927684419801286
1240,0.0023734305211323917
1241,0.9924032553682111
1242,0.9997793724374187
1243,0.00163802190910803
1244,0.802608025371169
1245,0.783778850511271
1246,0.998840996950217
1247,0.0004329528001052574
1248,0.9785738583534654
1249,0.0033104983540164752
1250,0.0004793712478645338
1251,0.9885294475586854
1252,0.06540968923531373
1253,0.999507686127476
1254,0.9924032553682111
1255,0.0037327265543854863
1256,0.9969082470860908
1257,0.9999999
1258,0.006826180757015764
1259,0.9997353498004319
1260,0.9996394066420894
1261,0.005010570514835783
1262,0.0008389011956385565
1263,0.9999999
1264,1.7155825398466546e-05
1265,0.0022695139798359484
1266,0.9999021084475394
1267,0.9999999
1268,0.9428822612861848
1269,0.0018477845128854844
1270,0.008487828190792539
1271,0.014164313208322753
1272,0.0004793712478645338
1273,0.0004981271538632143
1274,0.9938853919197442
1275,0.9891776145428464
1276,0.0021518480567390584
1277,0.9999868969082936
1278,0.0033360113510636723
1279,0.002294969669878336
1280,0.00048810263572065675
1281,0.0037444670216199255
1282,0.6484697089830983
1283,0.9914099308074646
1284,0.07900507220157196
1285,0.001669254512170601
1286,0.004294976670049066
1287,0.9964410560743431
1288,0.00045992332368217025
1289,0.9999321028409827
1290,0.003330297722518308
1291,0.0004912969859896989
1292,0.9999999
1293,0.0027633248460114013
1294,0.9996322061117203
1295,0.005747046997921083
1296,0.00048716698591352934
1297,0.00497471275585624
1298,0.0007423060053153315
1299,0.9999998926981664
1300,0.9113428219140798
1301,0.99372606875453
1302,0.9116352846298102
1303,0.9994225601903618
1304,0.986348024350767
1305,0.003381205371486808
1306,0.9999981776075151
1307,0.003165271648182118
1308,0.003381205371486808
1309,0.04120305320135851
